layer,pos,op,max_abs_diff,mean_abs_diff,mse,nrmse,rel_err_pct,dense_mean_abs,tq_mean_abs,note
1,20,sdpa_out,10.425947189331055,0.3291604518890381,0.3666912913322449,2.1880349403502386,118.93552797611308,0.27675536274909973,0.316053569316864,
1,25,q_normed,3.831385612487793,0.62803053855896,0.697553277015686,1.184969023339482,89.1043831497596,0.7048256397247314,0.7056688666343689,
1,25,k_normed,0.4496350884437561,0.05760515108704567,0.006362531799823046,0.948789502327159,68.51981913796725,0.08407078683376312,0.08500461280345917,
1,25,v_normed,4.942046165466309,0.9382622838020325,1.4076001644134521,1.6422860222924855,129.87734470631787,0.7224218249320984,0.7425216436386108,
1,25,sdpa_out,10.910183906555176,0.37283581495285034,0.41632893681526184,1.7696450016071998,102.2552181218936,0.36461299657821655,0.263265997171402,
1,30,q_normed,5.289742946624756,0.48719990253448486,0.41281551122665405,0.9376282186179399,71.09840506813329,0.6852473020553589,0.7138943672180176,
1,30,k_normed,0.37470462918281555,0.03459292650222778,0.0025067843962460756,0.6475773659488907,44.742523380433575,0.0773155465722084,0.0782422423362732,
1,30,v_normed,4.2012434005737305,0.5293060541152954,0.5075271725654602,1.1668837390256988,86.69714573342485,0.6105230450630188,0.6026172041893005,
1,30,sdpa_out,8.54399299621582,0.3163211941719055,0.3076396584510803,1.8073086809641663,103.07170635947547,0.30689430236816406,0.24780148267745972,
2,1,q_normed,0.3735547959804535,0.056860242038965225,0.005264771170914173,0.11333774105445668,8.881646967864198,0.6401993036270142,0.6382352113723755,
2,1,k_normed,0.04340285062789917,0.005007730331271887,4.3813473894260824e-05,0.07395278160667206,5.594890655344112,0.08950541913509369,0.0897018238902092,
2,1,v_normed,0.40491342544555664,0.08308911323547363,0.01117897592484951,0.1492925822441023,11.732250939486601,0.7082111835479736,0.7140719890594482,
2,1,sdpa_out,3.647599220275879,0.044371701776981354,0.0073100668378174305,0.3216908186753036,16.694909818641662,0.2657798230648041,0.26618239283561707,
2,5,q_normed,0.37703919410705566,0.03351979702711105,0.001879766583442688,0.06819364348879353,5.27221742949721,0.6357817649841309,0.6348195672035217,
2,5,k_normed,0.03294922411441803,0.0030630577821284533,1.821199657570105e-05,0.04704440640645159,3.3766372145823746,0.0907132625579834,0.09070397168397903,
2,5,v_normed,0.18643879890441895,0.03778107464313507,0.002332199364900589,0.08369938374284237,6.548076293305032,0.5769797563552856,0.5776954889297485,
2,5,sdpa_out,1.5795378684997559,0.046954378485679626,0.00598722230643034,0.3085722559990188,18.72493333176909,0.2507585883140564,0.24966290593147278,
2,10,q_normed,0.15161561965942383,0.027584761381149292,0.0012680934742093086,0.05989807779453661,4.639877164366054,0.5945149064064026,0.5942710638046265,
2,10,k_normed,0.028971588239073753,0.002496412256732583,1.2621872883755714e-05,0.03982744442001612,2.798574324611245,0.08920300006866455,0.08909270167350769,
2,10,v_normed,0.2915940284729004,0.04372527450323105,0.0031858873553574085,0.0790471582110338,6.123554647906494,0.7140505313873291,0.7127219438552856,
2,10,sdpa_out,3.52700138092041,0.048863355070352554,0.011411734856665134,0.3999026728883627,18.292023637910624,0.2671293020248413,0.25846531987190247,
2,15,q_normed,0.19622831046581268,0.02958454005420208,0.0014530785847455263,0.05907325319630393,4.5847024927008215,0.6452881097793579,0.6425824165344238,
2,15,k_normed,0.03510916978120804,0.0032162817660719156,1.913007872644812e-05,0.04784407457097678,3.5182270921875634,0.09141768515110016,0.09139565378427505,
2,15,v_normed,0.7064847946166992,0.053911782801151276,0.004939191974699497,0.09204326308814298,7.06069980338177,0.7635473012924194,0.7591407299041748,
2,15,sdpa_out,1.218287467956543,0.05730671435594559,0.007683638017624617,0.25416803820477585,16.61663183861628,0.34487563371658325,0.3388291597366333,
2,20,q_normed,4.970586776733398,0.632564902305603,0.6857205629348755,1.4391178332192793,109.93294435918592,0.5754097700119019,0.6309638023376465,
2,20,k_normed,0.6484789848327637,0.06816710531711578,0.008748119696974754,1.1349487866107408,82.7168064687696,0.08241022378206253,0.09366649389266968,
2,20,v_normed,27.113948822021484,0.843488872051239,2.7298192977905273,4.166201534507641,212.692747891721,0.3965762257575989,0.7043843865394592,
2,20,sdpa_out,15.333499908447266,0.22840994596481323,0.20218834280967712,2.08496477149727,105.90968492916632,0.2156648337841034,0.2305266112089157,
2,25,q_normed,3.2952308654785156,0.5855531692504883,0.5742647051811218,1.2090512463895133,93.42325238498942,0.6267745494842529,0.6077876091003418,
2,25,k_normed,0.45681488513946533,0.06192872300744057,0.007070823572576046,0.907242644401233,66.81601652013958,0.09268544614315033,0.09159855544567108,
2,25,v_normed,5.641656875610352,0.9860131740570068,1.5414416790008545,1.6325152342157232,129.65116137796673,0.7605124115943909,0.7362481355667114,
2,25,sdpa_out,11.205404281616211,0.30822423100471497,0.27841538190841675,2.117203137157581,123.67522062989612,0.24922068417072296,0.25463253259658813,
